node.node_id,session_id,begin.sys_time,end.sys_time,begin.gps_info.gps_time,end.gps_info.gps_time,begin.gps_info.coords.lat,end.gps_info.coords.lat,begin.gps_info.coords.lon,end.gps_info.coords.lon,duration,mac_hash
2052,"9dc0dd6ac2cddb13a9b761dff9290c3abc488aee","2018-03-31T02:25:22.000Z","2018-03-31T02:35:24.000Z","2018-03-31T02:25:21.000Z","2018-03-31T02:35:23.000Z",1.2991333,1.2918833,103.77493,103.7806,30,"c6bc8ad7cf41b69b665ee30b0bee17f791e3e73b"
2031,"bcaf7cd7dcf209e7ad27f647f5905b73597f124c","2018-03-31T02:25:25.000Z","2018-03-31T02:35:27.000Z","2018-03-31T02:25:24.000Z","2018-03-31T02:35:26.000Z",1.2945334,1.2919,103.77335,103.78046,271,"74a45adc2b6b9fe8e750384e00a152a8f0ed98a2"
2031,"be98e9532beab425f543c59cf3719a33fbca7261","2018-03-31T02:25:38.000Z","2018-03-31T02:35:40.000Z","2018-03-31T02:25:37.000Z","2018-03-31T02:35:39.000Z",1.2945833,1.2919,103.77285,103.78046,256,"301c57663c42a1080d060b9a4e48f5b176b2d406"
2060,"607457ed4e388ea217fc7b5f7cdb56021da4c0ac","2018-03-31T02:26:02.000Z","2018-03-31T02:36:03.000Z","2018-03-31T02:26:01.000Z","2018-03-31T02:36:02.000Z",1.2976333,1.2942833,103.77298,103.77268,240,"6b8c5374210a6dec221b23a749d56ae48bff7235"
2060,"28259ebfeebfe80e447ba52f9d5af459c81af26f","2018-03-31T02:26:07.000Z","2018-03-31T02:36:09.000Z","2018-03-31T02:26:06.000Z","2018-03-31T02:36:07.000Z",1.2979333,1.2945167,103.77312,103.77282,602,"65965fb16e0a51f132200e690489819813de0941"
2060,"18737ad559130fb63c8b2da0b60655df6e574085","2018-03-31T02:26:47.000Z","2018-03-31T02:36:48.000Z","2018-03-31T02:26:46.000Z","2018-03-31T02:36:47.000Z",1.2989833,1.29435,103.77415,103.77393,16,"8135a12669eaa038ec00e3618d1464080b35fc33"
2031,"d41a59d63c218f43afe2b1b7581a3f0cc9281582","2018-03-31T02:27:03.000Z","2018-03-31T02:37:05.000Z","2018-03-31T02:27:02.000Z","2018-03-31T02:37:04.000Z",1.2923501,1.2919667,103.77454,103.7805,14,"f4060af4e38fe8c2b626ba0be7a26ace77913b05"
2052,"21eb3d33dda33d270f7d5d4716fa2df7426dc9d9","2018-03-31T02:27:34.000Z","2018-03-31T02:37:35.000Z","2018-03-31T02:27:33.000Z","2018-03-31T02:37:34.000Z",1.2974,1.2918833,103.78059,103.7806,3,"e9bfb9c42c0f5cc781d33bbf995c585623ad1cc1"
2052,"3bb21523bb523ea60f80859ff5bc6aa331dc6903","2018-03-31T02:27:56.000Z","2018-03-31T02:37:57.000Z","2018-03-31T02:27:55.000Z","2018-03-31T02:37:56.000Z",1.2974167,1.2919,103.78075,103.7806,103,"7d80b9f0c2d7eae789ee9869043aabc3f77fc1e4"
2060,"8194f42d873237c4e39797f07a8d12d5e6dca1e6","2018-03-31T02:28:01.000Z","2018-03-31T02:38:02.000Z","2018-03-31T02:28:00.000Z","2018-03-31T02:38:01.000Z",1.3011167,1.2934,103.77365,103.77213,44,"8d5437132411a6831646af846f764dfcd52e74cc"
2060,"e9ee361fbe55d1aedf1e57af09fdc84e6b457b4c","2018-03-31T02:28:08.000Z","2018-03-31T02:42:57.000Z","2018-03-31T02:28:07.000Z","2018-03-31T02:42:56.000Z",1.3011167,1.2947333,103.77365,103.77485,411,"9beb7af12f95a152ea0ebd491500e73c9311b103"
2052,"37a8452563b4512e278a9065d01a6b3eb86ed90e","2018-03-31T02:28:18.000Z","2018-03-31T02:38:19.000Z","2018-03-31T02:28:17.000Z","2018-03-31T02:38:18.000Z",1.2971667,1.2919,103.78195,103.7806,64,"6265f6dfaef9ef88850f7732fe800fbe514cb82b"
2038,"f3fb903321089cea830bffd2d4c0ab31fde0ff48","2018-03-31T02:28:25.000Z","2018-03-31T02:38:28.000Z","2018-03-31T02:28:24.000Z","2018-03-31T02:38:27.000Z",1.2922167,1.29215,103.78036,103.7803,7,"cf8bc578ad01efcf7c68e74d9fdc25dba8a21e01"
2032,"bca60dd21f884294c7f23dd03e2d4ec38fa210d0","2018-03-31T02:28:34.000Z","2018-03-31T02:38:35.000Z","2018-03-31T02:28:33.000Z","2018-03-31T02:38:34.000Z",1.29425,1.30035,103.7695,103.77445,127,"e657024caa18c6cc07d620ae49597c52122ec5f4"
2024,"b8f12b49aa455c580dd2bfea71b0833b59d55421","2018-03-31T02:29:06.000Z","2018-03-31T02:39:46.000Z","2018-03-31T02:29:05.000Z","2018-03-31T02:39:45.000Z",1.2917833,1.2943667,103.78036,103.77386,179,"cf8bc578ad01efcf7c68e74d9fdc25dba8a21e01"
2032,"3b08b0d7ea709450d5ed2044385df6331ce26e37","2018-03-31T02:29:21.000Z","2018-03-31T02:39:22.000Z","2018-03-31T02:29:20.000Z","2018-03-31T02:39:21.000Z",1.29425,1.2984667,103.7695,103.77393,187,"71cbe5a2fea75933089d5345d879b20021534438"
2052,"314c89d0a00638771738ce8df6f3368e079758f4","2018-03-31T02:29:30.000Z","2018-03-31T02:39:31.000Z","2018-03-31T02:29:29.000Z","2018-03-31T02:39:30.000Z",1.2949001,1.2918667,103.78463,103.78063,5,"0dad9a72887b34768358be122158e804849fd8a6"
2060,"6f024601f61852317f1447273af767753a8efc91","2018-03-31T02:29:31.000Z","2018-03-31T02:40:53.000Z","2018-03-31T02:29:30.000Z","2018-03-31T02:40:52.000Z",1.3034333,1.2947,103.77427,103.77482,110,"5fcc76cd7c9a9ceba296c1f50f7ab6a65755c634"
2024,"cced35617f18924a13e4aea9739f51ca9d534e17","2018-03-31T02:29:32.000Z","2018-03-31T02:40:02.000Z","2018-03-31T02:29:31.000Z","2018-03-31T02:40:01.000Z",1.2912834,1.2942833,103.78059,103.77375,30,"e2bdce98f8d5cce78a67e1a884e0758885fd3afc"
2060,"bc24af69ccceffa44c1465b75daa28118d037a1c","2018-03-31T02:29:35.000Z","2018-03-31T02:44:36.000Z","2018-03-31T02:29:34.000Z","2018-03-31T02:44:35.000Z",1.30355,1.2947333,103.77441,103.77485,439,"601ab4e4269de3dadfe5a60b62fc227f8deef328"
2024,"10cf1b4cf5c781f53e1a12d5cd70e200a161c8dc","2018-03-31T02:29:36.000Z","2018-03-31T02:40:03.000Z","2018-03-31T02:29:36.000Z","2018-03-31T02:40:01.000Z",1.2911166,1.2942833,103.78091,103.77375,240,"79d2b1682282a2aec0f721a35248f7096e2bd424"
2024,"a15e0e7757495e263b447f164c79997f8d874296","2018-03-31T02:29:36.000Z","2018-03-31T02:44:26.000Z","2018-03-31T02:29:35.000Z","2018-03-31T02:44:25.000Z",1.2911333,1.2919333,103.78085,103.78055,467,"eaab744599165aa8a76036379939e83b5f321d79"
2060,"d523ed1b0e1989652f46457ebbf9ba7fb6daee6c","2018-03-31T02:29:37.000Z","2018-03-31T02:39:38.000Z","2018-03-31T02:29:36.000Z","2018-03-31T02:39:37.000Z",1.3035667,1.2938334,103.77447,103.7753,256,"879b1ba13c27b9aace0cb4446f62f7ecde77acab"
2024,"49b12f4fd248a9eee2b546ad7d82ceb89048efe4","2018-03-31T02:29:39.000Z","2018-03-31T02:45:32.000Z","2018-03-31T02:29:39.000Z","2018-03-31T02:45:31.000Z",1.2911166,1.29195,103.78114,103.78056,461,"773fdf6a798e9aac344269e686d06495ec847312"
2024,"ab38815f45ab159a1d5462f470085176d0028873","2018-03-31T02:29:45.000Z","2018-03-31T02:44:46.000Z","2018-03-31T02:29:44.000Z","2018-03-31T02:44:45.000Z",1.2912166,1.2919333,103.78155,103.78055,463,"4a67375893eed49a867fd7a4d9468eb2c6b03a9d"
2060,"47c17f8cd1c736d6babd4a1f0677536475deac77","2018-03-31T02:29:58.000Z","2018-03-31T02:40:00.000Z","2018-03-31T02:29:57.000Z","2018-03-31T02:39:59.000Z",1.3036,1.29395,103.77454,103.77523,58,"3521441143bb872cc7f2f1a4bd2190692bf631c2"
2060,"2dcb63c96ee997e823010f3c191786b51ec427b1","2018-03-31T02:29:59.000Z","2018-03-31T02:39:59.000Z","2018-03-31T02:29:59.000Z","2018-03-31T02:39:57.000Z",1.3036,1.2938833,103.77454,103.77527,217,"e128dc519bdc3c8f4a7877fa42148fe067521457"
2060,"9e51c89b8634eee07a2f780559fbdd4977cee1fa","2018-03-31T02:30:02.000Z","2018-03-31T02:40:03.000Z","2018-03-31T02:30:02.000Z","2018-03-31T02:40:02.000Z",1.3036,1.29405,103.77454,103.77517,47,"9b9c27497eaa93314f145d5325f7fe5a06c86e89"
2024,"666179ec49dd8ad577a2f87af86350b679fc97d1","2018-03-31T02:30:15.000Z","2018-03-31T02:45:17.000Z","2018-03-31T02:30:14.000Z","2018-03-31T02:45:16.000Z",1.2919,1.29195,103.78329,103.78056,418,"d8a1bd706aefab2beef0e57870258d5e2e8f036e"
2079,"d6bf289053b02daab6d60931ee17b625164cd3a3","2018-03-31T02:30:24.000Z","2018-03-31T02:40:25.000Z","2018-03-31T02:30:23.000Z","2018-03-31T02:40:24.000Z",1.2974,1.2970333,103.77813,103.78201,15,"ed4c2b1aae2fa6cc988041ed9babdd987601b30f"
2031,"7edd82be07b1e4af0100050b8d724bd5af1483f8","2018-03-31T02:30:25.000Z","2018-03-31T02:50:20.000Z","2018-03-31T02:30:24.000Z","2018-03-31T02:50:19.000Z",1.2919333,1.2987833,103.78049,103.77575,809,"2face7ffe5a4275152a051719bfdefbaa75e16f1"
2074,"6bd3de0f8e1657f59bb5d7d80a4e3642bbaa31be","2018-03-31T02:30:53.000Z","2018-03-31T02:40:54.000Z","2018-03-31T02:30:53.000Z","2018-03-31T02:40:53.000Z",1.29545,1.2945666,103.77057,103.77493,189,"d7282701d88b78081295c986b88c8bfdb322087a"
2042,"31f1145631b93b7f13d119ba37fcbeafe998b025","2018-03-31T02:31:04.000Z","2018-03-31T02:41:06.000Z","2018-03-31T02:31:03.000Z","2018-03-31T02:41:05.000Z",1.2918333,1.2988666,103.78046,103.77413,2,"2415f02a2f7237697e5c04f8ec365b43a1747fd2"
2060,"a056c6fd9440ea2beca424724038f65c519fbec0","2018-03-31T02:31:14.000Z","2018-03-31T02:46:53.000Z","2018-03-31T02:31:13.000Z","2018-03-31T02:46:52.000Z",1.30285,1.29475,103.77395,103.77486,367,"b4536e206b898a35fc61e4ee70ba7fb4b91485a1"
2042,"f9cab192c9e3f58fd74b56b7c41e27a4b7623bac","2018-03-31T02:31:15.000Z","2018-03-31T02:50:06.000Z","2018-03-31T02:31:14.000Z","2018-03-31T02:50:05.000Z",1.29185,1.2912166,103.78045,103.78145,674,"596eb3e87162285e14eaeba02d016ea6ee147db5"
2042,"be5ecd1a6ffb2f70b94c591fda031a8b9be07186","2018-03-31T02:31:18.000Z","2018-03-31T02:48:44.000Z","2018-03-31T02:31:17.000Z","2018-03-31T02:48:43.000Z",1.29185,1.2937167,103.78045,103.78488,599,"c55482453261e9b79c43990316dea5f866daefe5"
2042,"97cfe06ae41201fe26492788e157bda1dff94f2c","2018-03-31T02:31:18.000Z","2018-03-31T02:47:45.000Z","2018-03-31T02:31:17.000Z","2018-03-31T02:47:44.000Z",1.29185,1.2945167,103.78045,103.78487,412,"e3812cca588eadd40896b61c624e407b339b1ca5"
2042,"c2d741417c2540fc18f09867e4b3010acb52c519","2018-03-31T02:31:26.000Z","2018-03-31T02:52:23.000Z","2018-03-31T02:31:25.000Z","2018-03-31T02:52:22.000Z",1.29185,1.29195,103.78043,103.78059,750,"612c747cfdfcdc4e1a8e57dac47d1e40a1864974"
2052,"8bedd06c3fef5649fe8e3a34736996b9e53963aa","2018-03-31T02:31:55.000Z","2018-03-31T02:41:57.000Z","2018-03-31T02:31:54.000Z","2018-03-31T02:41:56.000Z",1.2916501,1.2918833,103.78368,103.78063,2,"95725bbc48279e073dbed317478637912ac8272b"
2052,"bf25adb3f0fa041adb061b95db98f40d0e4068ad","2018-03-31T02:32:06.000Z","2018-03-31T02:42:07.000Z","2018-03-31T02:32:05.000Z","2018-03-31T02:42:06.000Z",1.2916334,1.2918833,103.78339,103.78063,60,"7d4909dac7f18ae57f70463fb39ce9cc7c79c0f7"
2042,"e9c8d9bce6a0905eb80014505aaed56996541e8e","2018-03-31T02:32:07.000Z","2018-03-31T02:52:16.000Z","2018-03-31T02:32:06.000Z","2018-03-31T02:52:15.000Z",1.2925833,1.29195,103.77934,103.78059,720,"9fce0aed2957e21492309030bff76e8370e34622"
2042,"53085580658326e3b01a034b7a89c7f6c1194681","2018-03-31T02:32:11.000Z","2018-03-31T02:51:56.000Z","2018-03-31T02:32:10.000Z","2018-03-31T02:51:55.000Z",1.2927667,1.29195,103.77908,103.78059,616,"5631595b6bb4fc9bc53a70caa45fede09215f5f8"
2024,"d5490d7269a495ba83922c0f22a0596916f625f4","2018-03-31T02:32:17.000Z","2018-03-31T02:47:19.000Z","2018-03-31T02:32:16.000Z","2018-03-31T02:47:18.000Z",1.2960333,1.29195,103.78378,103.78055,469,"455758bfb7875522c7983acb8e7cca629f38d64a"
2060,"aa1150ed01fc1dac9312cdbeb1dc2c2555768428","2018-03-31T02:32:20.000Z","2018-03-31T02:42:24.000Z","2018-03-31T02:32:19.000Z","2018-03-31T02:42:23.000Z",1.2990167,1.2947333,103.77437,103.77485,4,"71cfd8a8a54e6c65f7fa701249cfedcb463207ba"
2042,"09ccb841eeaebe53f571023ed3b1298ffed844be","2018-03-31T02:32:20.000Z","2018-03-31T02:42:21.000Z","2018-03-31T02:32:19.000Z","2018-03-31T02:42:20.000Z",1.2929833,1.3010833,103.77842,103.77365,106,"ab5fdad65529f1a4e2c2b8c6589bc55d1d0beace"
2079,"860c86293c05721aa5e6ea7691b9a33eff733cff","2018-03-31T02:32:33.000Z","2018-03-31T02:42:34.000Z","2018-03-31T02:32:32.000Z","2018-03-31T02:42:33.000Z",1.3003833,1.2929333,103.77435,103.78505,57,"71cfd8a8a54e6c65f7fa701249cfedcb463207ba"
2042,"eb99a56963f0f83318a4ca96fc56a1b0f211d584","2018-03-31T02:32:33.000Z","2018-03-31T02:47:35.000Z","2018-03-31T02:32:32.000Z","2018-03-31T02:47:34.000Z",1.2933333,1.2949333,103.77745,103.78467,470,"d67b1da8a49ff4877cead8dc39752494410f201b"
2060,"e08ed448d5a8ed20663050a449c4166f45b0733a","2018-03-31T02:32:54.000Z","2018-03-31T02:42:56.000Z","2018-03-31T02:32:53.000Z","2018-03-31T02:42:55.000Z",1.2982333,1.2947333,103.77368,103.77485,256,"52d08782a1b07ee0ac6cbf9e9fb5881f1d6b6222"
2024,"6898590657b0c2b71793f4c35826277f4bc1dc5c","2018-03-31T02:33:11.000Z","2018-03-31T02:43:13.000Z","2018-03-31T02:33:10.000Z","2018-03-31T02:43:12.000Z",1.2974167,1.2937334,103.78088,103.77685,237,"c333347352b32fb8dec660861dfe9be60b9234da"
2074,"c578e784b8713243ed38d42f5154d5c0872ff42e","2018-03-31T02:33:14.000Z","2018-03-31T02:43:17.000Z","2018-03-31T02:33:13.000Z","2018-03-31T02:43:16.000Z",1.3001833,1.2945833,103.77447,103.7749,17,"89284fedbd39760e65124dc0a8f90b846f03a254"
2060,"05fcd716d1c71bc949f068f7e19cc69fca8d8cca","2018-03-31T02:33:34.000Z","2018-03-31T02:43:43.000Z","2018-03-31T02:33:33.000Z","2018-03-31T02:43:42.000Z",1.2963166,1.2947333,103.77219,103.77485,9,"adc0a7a826ab5dad658c5a062288188d9563d928"
2042,"f77486b7b7a958618fcbe321d542f44935861b5c","2018-03-31T02:33:54.000Z","2018-03-31T02:48:56.000Z","2018-03-31T02:33:53.000Z","2018-03-31T02:48:55.000Z",1.2923666,1.2931334,103.77465,103.78522,518,"bc17638e0f7dee1462a340aafaab4166f5adf216"
2078,"4eda1a36ba8862a55b1fec038b29431a23fa6d72","2018-03-31T02:34:02.000Z","2018-03-31T02:44:03.000Z","2018-03-31T02:34:01.000Z","2018-03-31T02:44:02.000Z",1.3128333,1.2942333,103.76212,103.77515,18,"5234fdc563c04422e128c0ff9b748528120b1cc8"
2074,"f6d6af97652894deb761292d11249459a04942e3","2018-03-31T02:34:07.000Z","2018-03-31T02:44:08.000Z","2018-03-31T02:34:07.000Z","2018-03-31T02:44:07.000Z",1.3033834,1.2945833,103.77423,103.77492,6,"90a53d9758bd25fb1a492f11e10a94d8781c6108"
2074,"17fdf371d7b5940ce596a5e5f0cdf27fe28336b4","2018-03-31T02:34:07.000Z","2018-03-31T02:44:11.000Z","2018-03-31T02:34:06.000Z","2018-03-31T02:44:10.000Z",1.3033334,1.2945833,103.77419,103.77492,22,"5fcc76cd7c9a9ceba296c1f50f7ab6a65755c634"
2074,"48377d3d02bb05d93bbeb6e9b5f91d29a25418c3","2018-03-31T02:34:10.000Z","2018-03-31T02:44:08.000Z","2018-03-31T02:34:09.000Z","2018-03-31T02:44:07.000Z",1.3034667,1.2945833,103.77433,103.77492,-2,"faec2fa718db7a4a1b0724e489ff15f68668e04b"
2074,"66c9f8136847a7b40963746562fac138235e4c59","2018-03-31T02:34:10.000Z","2018-03-31T02:44:13.000Z","2018-03-31T02:34:10.000Z","2018-03-31T02:44:12.000Z",1.3034999,1.2945833,103.77438,103.77492,3,"9b9c27497eaa93314f145d5325f7fe5a06c86e89"
2024,"22642083fc019b8dd666ca50e0247d3f8a085fe1","2018-03-31T02:34:13.000Z","2018-03-31T02:44:14.000Z","2018-03-31T02:34:12.000Z","2018-03-31T02:44:13.000Z",1.2972167,1.2919333,103.7786,103.78055,183,"167dea9abdc5cf9b79850ab555afcffbb1130582"
2042,"208bb016e61701c08f54d755c2e3acd4f75a30b5","2018-03-31T02:34:14.000Z","2018-03-31T02:56:01.000Z","2018-03-31T02:34:13.000Z","2018-03-31T02:56:00.000Z",1.2922666,1.2919166,103.77399,103.78063,867,"4385cdd156e373c6f5ecab8b99759681fb2fde68"
2079,"1212e52adb6aa3d5dc385bd1137cb88090fa95f7","2018-03-31T02:34:17.000Z","2018-03-31T02:44:18.000Z","2018-03-31T02:34:17.000Z","2018-03-31T02:44:17.000Z",1.303,1.2910167,103.77396,103.7811,5,"c9812a4f166fd415f0af5c124b7f201c4b69b31d"
2079,"091675258fc06b68823451c19f5b39e53a0188e7","2018-03-31T02:34:17.000Z","2018-03-31T02:44:21.000Z","2018-03-31T02:34:16.000Z","2018-03-31T02:44:20.000Z",1.3029667,1.2910167,103.77396,103.78108,8,"5fcc76cd7c9a9ceba296c1f50f7ab6a65755c634"
2060,"7fb80c6a2456326084a4433b4223931817178397","2018-03-31T02:34:44.000Z","2018-03-31T02:44:45.000Z","2018-03-31T02:34:43.000Z","2018-03-31T02:44:44.000Z",1.29465,1.2947333,103.77061,103.77485,137,"e657024caa18c6cc07d620ae49597c52122ec5f4"
2047,"2d6c016e2c797d3b508c15fb2478676a4df9c91b","2018-03-31T02:34:48.000Z","2018-03-31T02:44:49.000Z","2018-03-31T02:34:47.000Z","2018-03-31T02:44:48.000Z",1.29495,1.2949833,103.775,103.77502,601,"55e8453a472b052b705f50407284ec5f05225a36"
2060,"fb4d2d552621e572505d62bc49671202fd4237c5","2018-03-31T02:34:56.000Z","2018-03-31T02:44:57.000Z","2018-03-31T02:34:55.000Z","2018-03-31T02:44:56.000Z",1.2946167,1.2947333,103.77061,103.77485,10,"2f8ee83fc9af42f1f7e6f83a3a9dff5eaa28f06d"
2024,"d17a8445aa304548a7289eaac8764dc4cff05fad","2018-03-31T02:34:57.000Z","2018-03-31T02:44:58.000Z","2018-03-31T02:34:56.000Z","2018-03-31T02:44:56.000Z",1.2988334,1.29195,103.77586,103.78056,45,"854740ac76a279803d58abd28cd8d1f15b783a1e"
2024,"bc6613212cee5e498ac9ae42b323fec7b57e9433","2018-03-31T02:35:07.000Z","2018-03-31T02:45:08.000Z","2018-03-31T02:35:06.000Z","2018-03-31T02:45:07.000Z",1.2988,1.29195,103.77562,103.78056,34,"42bbc92ef9384f872a954848316964b621a0d970"
2042,"6a561d68d60b10ee269f548cf79881ad01a72035","2018-03-31T02:35:12.000Z","2018-03-31T02:50:13.000Z","2018-03-31T02:35:11.000Z","2018-03-31T02:50:12.000Z",1.2933667,1.2910666,103.77216,103.7812,306,"b269b22a228cd3a302b32f68cd19f39ed32676cb"
2032,"70c9f7ce1e1a1dc7e8611364eec76aa577d03b27","2018-03-31T02:35:18.000Z","2018-03-31T02:45:50.000Z","2018-03-31T02:35:17.000Z","2018-03-31T02:45:49.000Z",1.30185,1.2921,103.76968,103.78412,32,"76ca4bdf602ad28e7b04a0a845132263fb8a81ab"
2042,"5ba9ba3babfaa371052d77fac1d8ca6449d06b0b","2018-03-31T02:35:20.000Z","2018-03-31T02:45:24.000Z","2018-03-31T02:35:19.000Z","2018-03-31T02:45:23.000Z",1.2934,1.2973666,103.77205,103.78035,276,"ad316b42ee46e5dc16e62375978837be0f2553f7"
2024,"cdc4d39c1c2a4fd9bcce8dd7550ea7cfb3001ac9","2018-03-31T02:35:24.000Z","2018-03-31T02:45:24.000Z","2018-03-31T02:35:23.000Z","2018-03-31T02:45:23.000Z",1.2988666,1.29195,103.77538,103.78056,null,"5fcc76cd7c9a9ceba296c1f50f7ab6a65755c634"
2024,"7ba8d083f4394a92c34d253ebe1cf7b11bae884e","2018-03-31T02:35:39.000Z","2018-03-31T02:45:41.000Z","2018-03-31T02:35:38.000Z","2018-03-31T02:45:40.000Z",1.2992166,1.29195,103.7745,103.78056,77,"2618fba287bb9fa129c9fbd4f4f772e1517af035"
2032,"9e0f3c3268b2726b861f36c9fafca5a307ef5df6","2018-03-31T02:35:40.000Z","2018-03-31T03:05:26.000Z","2018-03-31T02:35:40.000Z","2018-03-31T03:05:25.000Z",1.3018667,1.3227333,103.76953,103.81522,1786,"559ce0b2297a5f240269260ea5809ec9fe9f8110"
2074,"a7793c48dd0945d92817c7c76e6594c3748e1d92","2018-03-31T02:35:54.000Z","2018-03-31T02:45:55.000Z","2018-03-31T02:35:53.000Z","2018-03-31T02:45:54.000Z",1.30055,1.2946,103.77435,103.77496,30,"1a441f3b8e05e693970f0ceb2f18bbe6e2dffc49"
2079,"9aa69a0b91cb66230e907d2bc66f935277c35a28","2018-03-31T02:35:55.000Z","2018-03-31T02:45:59.000Z","2018-03-31T02:35:54.000Z","2018-03-31T02:45:58.000Z",1.3033834,1.2930334,103.7742,103.7781,14,"49e0849d7fe11767c0610c686be778213819bc35"
2032,"8e5bdc1b2fdde2fd0f170770fb87c61d64032f71","2018-03-31T02:36:14.000Z","2018-03-31T02:46:15.000Z","2018-03-31T02:36:13.000Z","2018-03-31T02:46:14.000Z",1.3021834,1.2921333,103.76897,103.78415,222,"14be9363a75372ac414ab02d681e9fd572e27a3d"
2042,"a155649452e470f9cb030cdc5a2740c49125dc53","2018-03-31T02:37:20.000Z","2018-03-31T02:47:22.000Z","2018-03-31T02:37:19.000Z","2018-03-31T02:47:21.000Z",1.2941667,1.2949333,103.7726,103.78463,133,"f009ae9b79aa467bdaf7895ebcf3388f7cd035c4"
2052,"b1e6659fac796574e63de80836f43433d00e722a","2018-03-31T02:37:23.000Z","2018-03-31T02:55:43.000Z","2018-03-31T02:37:22.000Z","2018-03-31T02:55:42.000Z",1.2918833,1.2993166,103.7806,103.77477,641,"0a517c4bb73360bb87d8b3fd5d312695011f154a"
2034,"d9e9a06a606c52c9e97ee809ce02ddf11703b3d9","2018-03-31T02:37:33.000Z","2018-03-31T02:57:12.000Z","2018-03-31T02:36:30.000Z","2018-03-31T02:56:06.000Z",1.2918167,1.2932833,103.78036,103.7776,589,"5d30f7f17e3fc07f00765c5c10f4f459ae1c4865"
2034,"a03ccb3a9eca176fb4bba00ea08d235f1bb77ed6","2018-03-31T02:37:33.000Z","2018-03-31T02:52:51.000Z","2018-03-31T02:36:30.000Z","2018-03-31T02:51:43.000Z",1.2918167,1.2954167,103.78036,103.78415,498,"cc3d19eea2e488ae7310db90efbde6b2060fc123"
2034,"4e8b39e4d10d7f352464f877f83f2891759430e3","2018-03-31T02:37:42.000Z","2018-03-31T02:48:04.000Z","2018-03-31T02:36:41.000Z","2018-03-31T02:46:53.000Z",1.2918,1.3032833,103.78035,103.77412,170,"a044c35f946f3b44911714d62b7c2795cbcf91b5"
2024,"a8d7315949bf0e5931bffb5ff180d54a5c8dfb8e","2018-03-31T02:37:43.000Z","2018-03-31T02:47:48.000Z","2018-03-31T02:37:42.000Z","2018-03-31T02:47:46.000Z",1.2958,1.29195,103.77081,103.78053,5,"43146cd7646b69da906bdcca7be35176d5f8870e"
2024,"0667d28372a766158a357c07a3c02057f730be09","2018-03-31T02:37:44.000Z","2018-03-31T02:50:43.000Z","2018-03-31T02:37:44.000Z","2018-03-31T02:50:42.000Z",1.29565,1.29195,103.77077,103.7805,426,"ba01ed499ec12a7fb45c0696534646535100efdb"
2079,"1997c82d8f58ec6f7bee41668f892b671d823942","2018-03-31T02:37:46.000Z","2018-03-31T02:47:50.000Z","2018-03-31T02:37:45.000Z","2018-03-31T02:47:49.000Z",1.2990834,1.2940167,103.77495,103.77523,4,"7afc0220e5b5332bc1495064f63a6e4562719b8a"
2079,"a07bf5a0c7d9b32ef081c4f3ffe41e35ea464e3b","2018-03-31T02:37:50.000Z","2018-03-31T02:47:52.000Z","2018-03-31T02:37:49.000Z","2018-03-31T02:47:51.000Z",1.2989833,1.2940333,103.77505,103.77522,5,"9122ce542de7cffbc4a6b0d6f5790773e4dbc99f"
2042,"a8b38ebba8b86a3ae24809b80b8b819b317f6623","2018-03-31T02:37:50.000Z","2018-03-31T02:47:52.000Z","2018-03-31T02:37:49.000Z","2018-03-31T02:47:51.000Z",1.2933834,1.2940834,103.77198,103.78498,150,"2f9f4eb562bb607a5a7fe9038fff9462e9e30b62"
2034,"c9267af905a729ff24ce5f56470793b50e55b66f","2018-03-31T02:37:53.000Z","2018-03-31T02:48:06.000Z","2018-03-31T02:36:50.000Z","2018-03-31T02:46:56.000Z",1.2915167,1.3032334,103.78038,103.77409,613,"5e4e96696db40d29f2bd00100ad3606322c0062d"
2032,"eff0f6340ca0faac0a8248fd7c41ee69ff3f5869","2018-03-31T02:37:55.000Z","2018-03-31T02:47:57.000Z","2018-03-31T02:37:54.000Z","2018-03-31T02:47:56.000Z",1.3011,1.2872334,103.77367,103.79082,7,"bad4e9ba96c81e327e0e455e9cd26f59a357bb2f"
2032,"663707eaf417b54b6ba60b5f687fc05de6441ed1","2018-03-31T02:37:56.000Z","2018-03-31T03:05:47.000Z","2018-03-31T02:37:55.000Z","2018-03-31T03:05:46.000Z",1.3010833,1.3228667,103.77368,103.81423,1221,"c8290dd53104107042c6f34ee31c973e99d03607"
2034,"88f824a246082e210f53d5ea475026ed04277b74","2018-03-31T02:37:58.000Z","2018-03-31T02:48:05.000Z","2018-03-31T02:36:54.000Z","2018-03-31T02:46:55.000Z",1.2913166,1.3032334,103.7805,103.77409,216,"bb55d5c0dbc660f43906895e3051ed3b478401ab"
2042,"6e9ce06f0fb140021408fc1a92c4c205a0334fd6","2018-03-31T02:38:07.000Z","2018-03-31T02:48:09.000Z","2018-03-31T02:38:06.000Z","2018-03-31T02:48:08.000Z",1.2938,1.29375,103.77094,103.78498,602,"c526c1e43b1adeb6c873dba88844c9c3f67c44e0"
2034,"eee7189ea92a9178235565de3804fed6ddd4c3f6","2018-03-31T02:38:08.000Z","2018-03-31T02:53:03.000Z","2018-03-31T02:37:03.000Z","2018-03-31T02:51:55.000Z",1.2911166,1.29505,103.78112,103.7845,362,"5d8ecf818cac7c3d59907ce39afea32637f71020"
